id,recipe_id,price,date
189,5,89.7,2018-10-18 17:01:00
190,18,54.12,2018-10-18 17:05:00
191,65,92.02,2018-10-18 17:34:00
192,39,60.08,2018-10-18 18:22:00
193,55,53.52,2018-10-18 18:25:00
194,16,84.6,2018-10-18 18:56:00
195,11,63.2,2018-10-18 20:07:00
196,64,71.79,2018-10-19 10:24:00
197,17,67.605,2018-10-19 10:53:00
198,32,38.80125,2018-10-19 11:17:00
199,59,57.13500000000001,2018-10-19 11:41:00
200,42,43.515,2018-10-19 11:45:00
201,11,35.55000000000001,2018-10-19 12:43:00
202,39,45.06,2018-10-19 12:45:00
203,24,67.725,2018-10-19 12:52:00
204,24,67.725,2018-10-19 13:30:00
205,64,71.79,2018-10-19 13:54:00
206,14,50.565,2018-10-19 14:13:00
207,16,63.45,2018-10-19 14:15:00
208,42,32.636250000000004,2018-10-19 14:16:00
209,48,46.8,2018-10-19 14:32:00
210,18,40.59,2018-10-19 14:32:00
211,11,47.40000000000001,2018-10-19 14:51:00
212,11,35.55000000000001,2018-10-19 14:54:00
213,64,71.79,2018-10-19 14:56:00
214,14,50.565,2018-10-19 15:00:00
215,16,63.45,2018-10-19 15:05:00
216,62,37.8,2018-10-19 16:29:00
217,15,51.795,2018-10-19 17:09:00
218,27,48.225,2018-10-19 17:11:00
219,26,32.28749999999999,2018-10-19 17:23:00
220,25,45.55125,2018-10-19 17:50:00
221,52,56.64,2018-10-19 17:52:00
222,16,63.45,2018-10-19 18:38:00
223,29,50.355,2018-10-20 10:29:00
224,4,65.46,2018-10-20 10:41:00
225,20,82.24,2018-10-20 11:09:00
226,16,84.6,2018-10-20 11:31:00
227,66,48.64,2018-10-20 11:56:00
228,0,77.98,2018-10-20 11:59:00
229,35,88.64,2018-10-20 12:04:00
230,66,48.64,2018-10-20 13:22:00
231,1,48.36,2018-10-20 13:53:00
232,60,82.36,2018-10-20 14:00:00
233,25,60.735,2018-10-20 14:01:00
234,50,52.84,2018-10-20 14:07:00
235,4,49.095,2018-10-20 14:53:00
236,26,57.4,2018-10-20 15:17:00
237,57,59.31,2018-10-20 15:27:00
238,48,62.4,2018-10-20 15:46:00
239,35,88.64,2018-10-20 15:56:00
240,15,69.06,2018-10-20 15:58:00
241,23,34.72499999999999,2018-10-20 16:07:00
242,8,81.42,2018-10-20 16:10:00
243,38,47.96,2018-10-20 16:23:00
244,64,95.72,2018-10-20 16:29:00
245,13,62.4,2018-10-20 16:39:00
246,12,34.05,2018-10-20 17:46:00
247,52,75.52,2018-10-20 18:04:00
248,13,62.4,2018-10-20 18:10:00
249,39,60.08,2018-10-20 18:18:00
250,13,46.8,2018-10-20 18:29:00
251,58,88.04,2018-10-20 18:48:00
252,39,60.08,2018-10-20 20:45:00
253,11,63.2,2018-10-21 10:59:00
254,24,90.3,2018-10-21 11:24:00
255,52,75.52,2018-10-21 12:13:00
256,15,69.06,2018-10-21 12:24:00
257,67,52.3,2018-10-21 12:36:00
258,59,76.18,2018-10-21 12:59:00
259,13,62.4,2018-10-21 14:22:00
260,66,48.64,2018-10-21 14:26:00
261,44,59.76,2018-10-21 14:35:00
262,14,67.42,2018-10-21 14:43:00
263,39,60.08,2018-10-21 14:44:00
264,42,58.02,2018-10-21 15:00:00
265,47,50.58,2018-10-21 15:14:00
266,62,50.4,2018-10-21 15:48:00
267,52,75.52,2018-10-21 15:51:00
268,48,62.4,2018-10-21 16:03:00
269,11,47.40000000000001,2018-10-21 17:12:00
270,65,92.02,2018-10-21 17:34:00
271,48,62.4,2018-10-21 17:55:00
272,16,63.45,2018-10-21 18:10:00
273,39,60.08,2018-10-21 18:13:00
274,59,76.18,2018-10-21 18:14:00
275,48,46.8,2018-10-21 18:14:00
276,38,35.97,2018-10-21 18:18:00
277,13,62.4,2018-10-21 18:23:00
278,48,62.4,2018-10-21 19:32:00
279,14,67.42,2018-10-21 19:39:00
280,59,76.18,2018-10-22 09:25:00
281,6,62.94,2018-10-22 09:32:00
282,12,45.4,2018-10-22 10:54:00
283,52,56.64,2018-10-22 11:16:00
284,13,62.4,2018-10-22 11:42:00
285,8,81.42,2018-10-22 12:10:00
286,62,50.4,2018-10-22 12:36:00
287,12,45.4,2018-10-22 12:46:00
288,9,56.26,2018-10-22 12:48:00
289,40,47.56,2018-10-22 13:06:00
290,20,82.24,2018-10-22 13:08:00
291,52,75.52,2018-10-22 14:02:00
292,25,80.98,2018-10-22 14:14:00
293,20,82.24,2018-10-22 14:16:00
294,2,77.1,2018-10-22 14:24:00
295,19,91.2,2018-10-22 14:35:00
296,59,76.18,2018-10-22 14:37:00
297,13,62.4,2018-10-22 14:42:00
298,39,60.08,2018-10-22 14:58:00
299,8,81.42,2018-10-22 15:02:00
300,30,84.36,2018-10-22 15:05:00
301,9,56.26,2018-10-22 15:06:00
302,67,52.3,2018-10-22 15:11:00
303,57,59.31,2018-10-22 15:16:00
304,16,84.6,2018-10-22 15:29:00
305,10,45.04,2018-10-22 15:30:00
306,25,80.98,2018-10-22 15:31:00
307,46,77.5,2018-10-22 15:48:00
308,52,56.64,2018-10-22 15:59:00
309,48,62.4,2018-10-22 16:02:00
310,15,69.06,2018-10-22 16:32:00
311,23,46.3,2018-10-22 16:40:00
312,48,62.4,2018-10-22 16:42:00
313,5,89.7,2018-10-22 17:15:00
314,22,82.28,2018-10-22 17:24:00
315,26,57.4,2018-10-22 17:37:00
316,11,63.2,2018-10-22 18:49:00
317,25,80.98,2018-10-22 20:06:00
318,8,81.42,2018-10-23 11:00:00
319,16,84.6,2018-10-23 11:40:00
320,48,62.4,2018-10-23 11:59:00
321,66,36.48,2018-10-23 12:01:00
322,58,88.04,2018-10-23 12:06:00
323,28,51.72,2018-10-23 12:10:00
324,4,65.46,2018-10-23 12:29:00
325,64,95.72,2018-10-23 12:42:00
326,4,49.095,2018-10-23 12:43:00
327,45,72.88,2018-10-23 12:55:00
328,24,90.3,2018-10-23 13:17:00
329,41,84.9,2018-10-23 13:27:00
330,48,62.4,2018-10-23 14:08:00
331,46,77.5,2018-10-23 14:19:00
332,12,45.4,2018-10-23 14:24:00
333,62,50.4,2018-10-23 14:24:00
334,13,62.4,2018-10-23 14:37:00
335,64,95.72,2018-10-23 14:43:00
336,35,88.64,2018-10-23 14:45:00
337,48,62.4,2018-10-23 14:59:00
338,13,62.4,2018-10-23 15:07:00
339,10,45.04,2018-10-23 15:25:00
340,53,76.16,2018-10-23 16:05:00
341,38,47.96,2018-10-23 16:25:00
342,25,80.98,2018-10-23 16:32:00
343,58,88.04,2018-10-23 16:32:00
344,52,75.52,2018-10-23 16:36:00
345,26,57.4,2018-10-23 16:50:00
346,32,68.98,2018-10-23 17:12:00
347,58,88.04,2018-10-23 17:16:00
348,52,75.52,2018-10-23 17:24:00
349,63,52.92,2018-10-23 17:45:00
350,60,82.36,2018-10-23 17:56:00
351,66,48.64,2018-10-23 18:22:00
352,45,72.88,2018-10-23 19:35:00
353,59,76.18,2018-10-23 19:38:00
354,34,73.8,2018-10-23 20:34:00
355,16,63.45,2018-10-23 20:38:00
356,59,76.18,2018-10-24 09:57:00
357,20,82.24,2018-10-24 10:49:00
358,8,81.42,2018-10-24 10:58:00
359,18,54.12,2018-10-24 11:14:00
360,16,84.6,2018-10-24 11:23:00
361,27,64.3,2018-10-24 11:58:00
362,5,89.7,2018-10-24 11:59:00
363,50,52.84,2018-10-24 12:31:00
364,40,47.56,2018-10-24 12:33:00
365,14,50.565,2018-10-24 12:59:00
366,13,62.4,2018-10-24 13:15:00
367,53,76.16,2018-10-24 13:23:00
368,30,84.36,2018-10-24 13:28:00
369,20,82.24,2018-10-24 13:50:00
370,14,67.42,2018-10-24 13:58:00
371,52,75.52,2018-10-24 14:08:00
372,3,34.89,2018-10-24 14:16:00
373,5,89.7,2018-10-24 14:18:00
374,6,62.94,2018-10-24 14:20:00
375,42,58.02,2018-10-24 14:40:00
376,60,82.36,2018-10-24 14:59:00
377,15,69.06,2018-10-24 15:06:00
378,14,67.42,2018-10-24 15:11:00
379,31,69.3,2018-10-24 15:11:00
380,5,89.7,2018-10-24 15:15:00
381,65,92.02,2018-10-24 15:20:00
382,54,88.44,2018-10-24 15:48:00
383,58,88.04,2018-10-24 15:56:00
384,50,39.63,2018-10-24 16:12:00
385,55,53.52,2018-10-24 16:27:00
386,50,52.84,2018-10-24 16:49:00
387,6,62.94,2018-10-24 17:05:00
388,10,45.04,2018-10-24 17:11:00
389,22,82.28,2018-10-24 17:35:00
390,12,45.4,2018-10-24 17:38:00
391,57,79.08,2018-10-24 18:22:00
392,15,69.06,2018-10-25 10:18:00
393,53,76.16,2018-10-25 11:36:00
394,2,77.1,2018-10-25 11:40:00
395,4,65.46,2018-10-25 12:29:00
396,65,92.02,2018-10-25 12:37:00
397,41,84.9,2018-10-25 13:36:00
398,11,63.2,2018-10-25 13:51:00
399,9,56.26,2018-10-25 14:13:00
400,64,71.79,2018-10-25 14:23:00
401,24,90.3,2018-10-25 14:38:00
402,11,63.2,2018-10-25 15:23:00
403,50,52.84,2018-10-25 15:44:00
404,48,62.4,2018-10-25 15:48:00
405,13,46.8,2018-10-25 15:53:00
406,37,80.86,2018-10-25 15:56:00
407,65,92.02,2018-10-25 16:08:00
408,23,46.3,2018-10-25 16:08:00
409,52,75.52,2018-10-25 16:15:00
410,28,51.72,2018-10-25 16:22:00
411,15,69.06,2018-10-25 16:44:00
412,59,76.18,2018-10-25 16:55:00
413,15,69.06,2018-10-25 17:20:00
414,37,80.86,2018-10-25 18:13:00
415,6,47.205,2018-10-25 18:19:00
416,13,62.4,2018-10-25 18:52:00
417,50,39.63,2018-10-25 19:17:00
418,38,47.96,2018-10-25 19:31:00
419,48,46.8,2018-10-25 19:42:00
420,49,36.78,2018-10-25 19:50:00
421,22,61.71,2018-10-26 09:46:00
422,66,36.48,2018-10-26 10:53:00
423,13,46.8,2018-10-26 11:14:00
424,14,50.565,2018-10-26 11:49:00
425,60,61.77,2018-10-26 11:51:00
426,11,47.40000000000001,2018-10-26 12:35:00
427,11,47.40000000000001,2018-10-26 12:35:00
428,40,35.67,2018-10-26 13:08:00
429,16,63.45,2018-10-26 13:08:00
430,35,66.48,2018-10-26 13:29:00
431,7,31.51125,2018-10-26 13:43:00
432,30,63.27,2018-10-26 13:57:00
433,67,39.225,2018-10-26 14:11:00
434,18,40.59,2018-10-26 14:17:00
435,8,61.065,2018-10-26 14:35:00
436,26,43.05,2018-10-26 14:41:00
437,36,53.79,2018-10-26 14:44:00
438,22,61.71,2018-10-26 14:46:00
439,37,60.645,2018-10-26 14:56:00
440,7,42.015,2018-10-26 15:10:00
441,8,61.065,2018-10-26 15:43:00
442,15,51.795,2018-10-26 16:03:00
443,13,46.8,2018-10-26 16:05:00
444,24,50.79375,2018-10-26 16:22:00
445,5,67.275,2018-10-26 16:24:00
446,14,50.565,2018-10-26 16:43:00
447,52,56.64,2018-10-26 16:47:00
448,40,35.67,2018-10-26 17:06:00
449,59,57.13500000000001,2018-10-26 17:10:00
450,25,45.55125,2018-10-26 17:20:00
451,24,67.725,2018-10-26 17:29:00
452,5,67.275,2018-10-26 17:53:00
453,34,41.5125,2018-10-26 18:20:00
454,16,63.45,2018-10-26 18:37:00
455,42,43.515,2018-10-26 19:04:00
456,27,64.3,2018-10-27 10:43:00
457,10,45.04,2018-10-27 11:44:00
458,50,52.84,2018-10-27 12:18:00
459,66,48.64,2018-10-27 12:34:00
460,58,88.04,2018-10-27 14:13:00
461,25,80.98,2018-10-27 14:20:00
462,13,62.4,2018-10-27 14:42:00
463,26,57.4,2018-10-27 15:17:00
464,8,81.42,2018-10-27 15:26:00
465,47,50.58,2018-10-27 15:29:00
466,12,45.4,2018-10-27 15:36:00
467,25,80.98,2018-10-27 15:55:00
468,67,39.225,2018-10-27 16:00:00
469,38,47.96,2018-10-27 16:21:00
470,16,84.6,2018-10-27 16:21:00
471,15,69.06,2018-10-27 16:34:00
472,3,46.52,2018-10-27 17:01:00
473,37,80.86,2018-10-27 17:32:00
474,18,40.59,2018-10-27 17:39:00
475,3,46.52,2018-10-27 17:54:00
476,12,45.4,2018-10-27 18:05:00
477,41,63.675,2018-10-27 18:58:00
478,48,62.4,2018-10-27 19:54:00
479,12,45.4,2018-10-28 12:23:00
480,2,77.1,2018-10-28 13:04:00
481,24,90.3,2018-10-28 13:26:00
482,16,84.6,2018-10-28 13:28:00
483,10,45.04,2018-10-28 13:41:00
484,36,71.72,2018-10-28 13:54:00
485,29,67.14,2018-10-28 13:58:00
486,7,42.015,2018-10-28 14:24:00
487,63,52.92,2018-10-28 14:26:00
488,45,72.88,2018-10-28 15:01:00
489,13,62.4,2018-10-28 15:20:00
490,5,89.7,2018-10-28 15:28:00
491,3,46.52,2018-10-28 16:02:00
492,35,88.64,2018-10-28 16:23:00
493,42,43.515,2018-10-28 17:03:00
494,35,88.64,2018-10-28 17:05:00
495,22,82.28,2018-10-28 17:19:00
496,20,82.24,2018-10-28 17:34:00
497,26,57.4,2018-10-28 17:39:00
498,59,76.18,2018-10-28 17:47:00
499,12,45.4,2018-10-28 18:03:00
500,42,58.02,2018-10-28 18:09:00
501,54,66.33,2018-10-28 18:27:00
502,15,69.06,2018-10-28 18:33:00
503,48,62.4,2018-10-28 18:33:00
504,25,80.98,2018-10-28 18:46:00
505,37,80.86,2018-10-28 18:49:00
506,14,50.565,2018-10-28 18:53:00
507,35,66.48,2018-10-28 19:09:00
508,16,84.6,2018-10-28 19:25:00
509,26,43.05,2018-10-28 19:42:00
510,62,50.4,2018-10-28 19:47:00
511,11,63.2,2018-10-28 19:51:00
512,55,53.52,2018-10-29 11:13:00
513,54,88.44,2018-10-29 11:16:00
514,10,45.04,2018-10-29 11:40:00
515,9,56.26,2018-10-29 12:06:00
516,52,56.64,2018-10-29 12:35:00
517,64,95.72,2018-10-29 12:55:00
518,64,95.72,2018-10-29 12:58:00
519,11,47.40000000000001,2018-10-29 13:09:00
520,46,58.125,2018-10-29 13:11:00
521,52,75.52,2018-10-29 13:35:00
522,35,88.64,2018-10-29 13:44:00
523,58,88.04,2018-10-29 13:59:00
524,48,62.4,2018-10-29 14:38:00
525,38,47.96,2018-10-29 14:45:00
526,15,69.06,2018-10-29 14:46:00
527,65,69.015,2018-10-29 15:33:00
528,8,81.42,2018-10-29 15:34:00
529,7,56.02,2018-10-29 15:42:00
530,52,75.52,2018-10-29 17:34:00
531,30,63.27,2018-10-29 18:56:00
532,25,60.735,2018-10-29 19:06:00
533,3,46.52,2018-10-30 10:56:00
534,58,88.04,2018-10-30 11:16:00
535,15,69.06,2018-10-30 12:16:00
536,48,62.4,2018-10-30 12:17:00
537,52,75.52,2018-10-30 12:33:00
538,12,45.4,2018-10-30 12:51:00
539,23,46.3,2018-10-30 13:49:00
540,41,84.9,2018-10-30 14:13:00
541,48,62.4,2018-10-30 14:14:00
542,25,80.98,2018-10-30 14:15:00
543,16,84.6,2018-10-30 14:15:00
544,55,53.52,2018-10-30 14:28:00
545,44,59.76,2018-10-30 14:30:00
546,55,53.52,2018-10-30 15:04:00
547,45,72.88,2018-10-30 15:33:00
548,16,84.6,2018-10-30 15:40:00
549,13,62.4,2018-10-30 15:44:00
550,16,84.6,2018-10-30 15:47:00
551,62,50.4,2018-10-30 16:26:00
552,60,61.77,2018-10-30 16:34:00
553,47,50.58,2018-10-30 16:37:00
554,8,61.065,2018-10-30 17:43:00
555,20,82.24,2018-10-30 17:46:00
556,67,52.3,2018-10-30 18:33:00
557,46,77.5,2018-10-31 09:24:00
558,15,69.06,2018-10-31 10:27:00
559,24,90.3,2018-10-31 10:57:00
560,2,77.1,2018-10-31 11:05:00
561,11,63.2,2018-10-31 11:26:00
562,45,54.66,2018-10-31 11:32:00
563,49,49.04,2018-10-31 12:43:00
564,11,63.2,2018-10-31 12:47:00
565,67,52.3,2018-10-31 12:50:00
566,24,90.3,2018-10-31 12:53:00
567,52,75.52,2018-10-31 13:13:00
568,15,69.06,2018-10-31 13:23:00
569,47,50.58,2018-10-31 13:37:00
570,14,67.42,2018-10-31 13:40:00
571,18,40.59,2018-10-31 14:37:00
572,30,84.36,2018-10-31 15:02:00
573,5,89.7,2018-10-31 15:05:00
574,15,69.06,2018-10-31 15:37:00
575,20,82.24,2018-10-31 15:48:00
576,66,48.64,2018-10-31 16:12:00
577,16,84.6,2018-10-31 16:23:00
578,65,92.02,2018-10-31 16:31:00
579,67,52.3,2018-10-31 16:35:00
580,13,62.4,2018-10-31 17:01:00
581,9,42.195,2018-10-31 18:01:00
582,23,46.3,2018-10-31 19:43:00
583,26,57.4,2018-10-31 19:53:00
584,48,62.4,2018-11-01 11:03:00
585,53,76.16,2018-11-01 11:24:00
586,13,62.4,2018-11-01 11:52:00
587,41,84.9,2018-11-01 13:10:00
588,12,45.4,2018-11-01 13:43:00
589,11,63.2,2018-11-01 13:46:00
590,52,75.52,2018-11-01 14:19:00
591,52,75.52,2018-11-01 14:41:00
592,51,78.58,2018-11-01 15:18:00
593,18,54.12,2018-11-01 15:35:00
594,15,69.06,2018-11-01 15:38:00
595,52,56.64,2018-11-01 15:43:00
596,24,90.3,2018-11-01 16:02:00
597,64,95.72,2018-11-01 16:17:00
598,13,62.4,2018-11-01 16:21:00
599,52,75.52,2018-11-01 16:49:00
600,26,57.4,2018-11-01 16:54:00
601,13,62.4,2018-11-01 18:35:00
602,59,76.18,2018-11-01 19:15:00
603,8,61.065,2018-11-02 10:55:00
604,15,51.795,2018-11-02 11:15:00
605,6,35.40375,2018-11-02 11:25:00
606,32,51.735,2018-11-02 12:31:00
607,37,60.645,2018-11-02 12:42:00
608,53,57.12,2018-11-02 12:57:00
609,48,46.8,2018-11-02 13:07:00
610,20,61.68,2018-11-02 13:11:00
611,22,61.71,2018-11-02 13:23:00
612,37,60.645,2018-11-02 13:24:00
613,16,63.45,2018-11-02 13:30:00
614,27,48.225,2018-11-02 13:35:00
615,18,40.59,2018-11-02 14:06:00
616,50,29.722500000000004,2018-11-02 14:07:00
617,7,42.015,2018-11-02 14:10:00
618,47,37.935,2018-11-02 14:24:00
619,33,57.72,2018-11-02 15:03:00
620,62,37.8,2018-11-02 15:12:00
621,11,47.40000000000001,2018-11-02 15:17:00
622,9,42.195,2018-11-02 15:33:00
623,8,61.065,2018-11-02 15:48:00
624,8,61.065,2018-11-02 15:55:00
625,30,47.4525,2018-11-02 15:59:00
626,23,26.043749999999996,2018-11-02 16:00:00
627,50,39.63,2018-11-02 16:22:00
628,42,43.515,2018-11-02 16:41:00
629,16,63.45,2018-11-02 17:39:00
630,37,60.645,2018-11-02 17:56:00
631,24,67.725,2018-11-02 18:14:00
632,3,34.89,2018-11-02 18:51:00
633,24,67.725,2018-11-02 19:00:00
634,39,45.06,2018-11-02 19:03:00
635,47,37.935,2018-11-02 20:31:00
636,50,52.84,2018-11-03 10:46:00
637,14,67.42,2018-11-03 10:48:00
638,20,82.24,2018-11-03 12:53:00
639,39,60.08,2018-11-03 13:39:00
640,5,89.7,2018-11-03 13:58:00
641,51,78.58,2018-11-03 14:39:00
642,13,62.4,2018-11-03 15:05:00
643,10,45.04,2018-11-03 15:12:00
644,39,60.08,2018-11-03 15:21:00
645,64,95.72,2018-11-03 16:04:00
646,37,60.645,2018-11-03 16:05:00
647,23,46.3,2018-11-03 16:11:00
648,12,45.4,2018-11-03 16:32:00
649,8,81.42,2018-11-03 16:45:00
650,14,67.42,2018-11-03 16:51:00
651,12,45.4,2018-11-03 16:55:00
652,37,80.86,2018-11-03 16:56:00
653,5,89.7,2018-11-03 17:04:00
654,64,95.72,2018-11-03 17:09:00
655,27,48.225,2018-11-03 17:29:00
656,7,56.02,2018-11-03 17:41:00
657,10,45.04,2018-11-03 17:49:00
658,23,34.72499999999999,2018-11-03 18:16:00
659,57,59.31,2018-11-03 18:43:00
660,1,48.36,2018-11-03 18:52:00
